ANIO,MES,SEMANA,HORA_COMPRA,HORA_ENTREGA,ORIGEN,DESTINO,EJECUCION_ENTREGA,ENTREGA_DEMORADA,ENTREGA_ANTICIPADA,ENTREGA_A_TIEMPO,CANCELADO,TOTAL_ENVIOS,VISITAS
2024,3,9,5,20.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,9,5,13.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,11,18.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,15,10.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,16,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,9,11,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,8,16.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,3
2024,3,9,23,20.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,9,23,14.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,6
2024,3,9,23,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,4
2024,3,9,14,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,14
2024,3,9,11,14.0,ZACATECAS,OAXACA,EARLY,0,14,0,0,14,25
2024,3,9,16,18.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,3
2024,3,9,21,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,9,15,20.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,4
2024,3,9,12,9.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,9,11,12.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,16
2024,3,9,0,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,6,16.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,9,18,19.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,7
2024,3,9,23,18.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,4
2024,3,9,21,17.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,15,13.0,ZACATECAS,OAXACA,EARLY,0,15,0,0,15,26
2024,3,9,22,12.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,7
2024,3,9,12,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,6,0,6,6
2024,3,9,8,18.0,ZACATECAS,OAXACA,EARLY,0,6,0,0,6,12
2024,3,9,21,14.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,13
2024,3,9,7,17.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,5
2024,3,9,23,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,11,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,9,9,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,9,9,10.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,21,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,5
2024,3,9,18,20.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,9,12,14.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,9,23,13.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,5
2024,3,9,7,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,9,3,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,2,16.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,6,14.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,14,14.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,9
2024,3,9,21,15.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,9
2024,3,9,3,16.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,9,22,13.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,2
2024,3,9,12,19.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,6
2024,3,9,15,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,14,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,9
2024,3,9,21,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,7
2024,3,9,9,17.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,9,17,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,9,13,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,9,7,16.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,3,12.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,21,17.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,19
2024,3,9,18,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,6
2024,3,9,11,15.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,10
2024,3,9,8,,ZACATECAS,OAXACA,CANCELLED,0,0,0,3,3,6
2024,3,9,22,10.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,6
2024,3,9,22,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,14,18.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,16
2024,3,9,23,14.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,9,12.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,21,9.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,19,12.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,15,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,5
2024,3,9,4,17.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,9,18,15.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,18
2024,3,9,7,22.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,16,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,11
2024,3,9,10,10.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,8
2024,3,9,22,17.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,6
2024,3,9,9,19.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,9,22,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,8
2024,3,9,22,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,9,15,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,15,10.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,9,,ZACATECAS,OAXACA,CANCELLED,0,0,0,1,1,1
2024,3,9,0,14.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,19,18.0,ZACATECAS,OAXACA,EARLY,0,6,0,0,6,12
2024,3,9,9,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,8
2024,3,9,14,12.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,11,13.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,4
2024,3,9,7,14.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,3
2024,3,9,20,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,7,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,9,18,10.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,7
2024,3,9,12,20.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,10,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,13,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,18,16.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,7
2024,3,9,16,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,9
2024,3,9,14,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,18,18.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,8
2024,3,9,18,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,9,14,,ZACATECAS,OAXACA,CANCELLED,0,0,0,3,3,5
2024,3,9,17,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,9,14,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,9,12,16.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,8,16.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,11,13.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,22
2024,3,9,12,15.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,4,14.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,7,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,15,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,10,0,10,20
2024,3,9,21,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,5,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,8,11.0,ZACATECAS,OAXACA,EARLY,0,6,0,0,6,11
2024,3,9,19,19.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,19,14.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,13
2024,3,9,9,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,19,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,4
2024,3,9,1,18.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,21,13.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,16
2024,3,9,7,13.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,4
2024,3,9,21,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,9,17,16.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,20,18.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,8
2024,3,9,11,11.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,12
2024,3,9,8,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,9,16,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,7
2024,3,9,15,15.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,10
2024,3,9,22,9.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,9,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,10
2024,3,9,10,17.0,ZACATECAS,OAXACA,EARLY,0,14,0,0,14,15
2024,3,9,17,16.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,11
2024,3,9,16,12.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,14
2024,3,9,16,19.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,6
2024,3,9,9,12.0,ZACATECAS,OAXACA,EARLY,0,15,0,0,15,24
2024,3,9,16,10.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,9,20,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,6
2024,3,9,1,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,7,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,7,11.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,13
2024,3,9,0,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,9,23,,ZACATECAS,OAXACA,CANCELLED,0,0,0,2,2,4
2024,3,9,21,23.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,5,18.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,12,18.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,10
2024,3,9,12,16.0,ZACATECAS,OAXACA,EARLY,0,17,0,0,17,20
2024,3,9,14,16.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,12
2024,3,9,23,16.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,9,10,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,9,20,17.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,9,8,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,4
2024,3,9,19,20.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,9,14,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,22,12.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,4
2024,3,9,6,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,9,19,10.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,7
2024,3,9,16,16.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,6
2024,3,9,21,,ZACATECAS,OAXACA,CANCELLED,0,0,0,1,1,1
2024,3,9,21,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,9,20,20.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,19,0.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,19,16.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,11
2024,3,9,9,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,5
2024,3,9,21,11.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,12
2024,3,9,9,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,9,18,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,6,0,6,12
2024,3,9,23,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,8,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,6,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,7,18.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,8
2024,3,9,10,19.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,4,12.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,9,18,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,8
2024,3,9,5,13.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,5,17.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,12,15.0,ZACATECAS,OAXACA,EARLY,0,13,0,0,13,23
2024,3,9,1,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,22,11.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,13
2024,3,9,17,11.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,12
2024,3,9,15,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,7
2024,3,9,4,18.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,22,19.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,10
2024,3,9,14,11.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,13
2024,3,9,13,10.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,4
2024,3,9,5,19.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,18,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,9,13,,ZACATECAS,OAXACA,CANCELLED,0,0,0,1,1,1
2024,3,9,3,17.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,17,18.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,9
2024,3,9,21,16.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,13,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,16
2024,3,9,19,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,9,13,20.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,4
2024,3,9,13,16.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,13
2024,3,9,13,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,17,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,9,17,,ZACATECAS,OAXACA,CANCELLED,0,0,0,3,3,4
2024,3,9,17,19.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,9,13.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,9
2024,3,9,12,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,19,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,14,17.0,ZACATECAS,OAXACA,EARLY,0,13,0,0,13,23
2024,3,9,11,19.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,20,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,6,0,6,8
2024,3,9,12,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,15,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,9,12,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,9
2024,3,9,21,11.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,9,21,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,13
2024,3,9,4,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,5,12.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,17,20.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,7
2024,3,9,15,17.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,12
2024,3,9,0,12.0,ZACATECAS,OAXACA,EARLY,0,6,0,0,6,6
2024,3,9,17,13.0,ZACATECAS,OAXACA,EARLY,0,6,0,0,6,9
2024,3,9,7,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,15,12.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,17
2024,3,9,14,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,5
2024,3,9,5,15.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,14,14.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,9,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,9,22,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,12
2024,3,9,8,14.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,9
2024,3,9,8,19.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,9,7,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,14,12.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,9
2024,3,9,0,17.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,11,16.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,13,14.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,21
2024,3,9,15,11.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,13
2024,3,9,15,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,16
2024,3,9,3,18.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,9,23,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,6,12.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,12,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,4
2024,3,9,10,11.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,13
2024,3,9,10,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,5
2024,3,9,13,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,18,9.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,9,9,9.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,6,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,9,17,15.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,8
2024,3,9,3,14.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,9,0,13.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,9,14,15.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,9,15,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,11,18.0,ZACATECAS,OAXACA,EARLY,0,14,0,0,14,25
2024,3,9,17,12.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,19
2024,3,9,10,15.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,16
2024,3,9,20,13.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,20
2024,3,9,13,15.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,10
2024,3,9,12,,ZACATECAS,OAXACA,CANCELLED,0,0,0,2,2,4
2024,3,9,7,,ZACATECAS,OAXACA,CANCELLED,0,0,0,2,2,2
2024,3,9,6,15.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,9,19,17.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,14
2024,3,9,21,10.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,4
2024,3,9,10,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,9,0,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,4
2024,3,9,12,13.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,13
2024,3,9,13,13.0,ZACATECAS,OAXACA,EARLY,0,14,0,0,14,24
2024,3,9,14,11.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,9,3,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,15,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,9
2024,3,9,0,15.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,6
2024,3,9,1,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,9,18,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,9,7,15.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
