date,year,month_num,month_name,quarter,quarter_year,year_quarter,week_num,day_of_month,weekday_name,is_weekend,is_holiday_season
2021-10-03,2021,10,October,4,2021-Q4,Q4 2021,39,3,Sunday,1,0
2021-10-04,2021,10,October,4,2021-Q4,Q4 2021,40,4,Monday,0,0
2021-10-05,2021,10,October,4,2021-Q4,Q4 2021,40,5,Tuesday,0,0
2021-10-06,2021,10,October,4,2021-Q4,Q4 2021,40,6,Wednesday,0,0
2021-10-07,2021,10,October,4,2021-Q4,Q4 2021,40,7,Thursday,0,0
2021-10-08,2021,10,October,4,2021-Q4,Q4 2021,40,8,Friday,0,0
2021-10-09,2021,10,October,4,2021-Q4,Q4 2021,40,9,Saturday,1,0
2021-10-10,2021,10,October,4,2021-Q4,Q4 2021,40,10,Sunday,1,0
2021-10-11,2021,10,October,4,2021-Q4,Q4 2021,41,11,Monday,0,0
2021-10-12,2021,10,October,4,2021-Q4,Q4 2021,41,12,Tuesday,0,0
2021-10-13,2021,10,October,4,2021-Q4,Q4 2021,41,13,Wednesday,0,0
2021-10-14,2021,10,October,4,2021-Q4,Q4 2021,41,14,Thursday,0,0
2021-10-15,2021,10,October,4,2021-Q4,Q4 2021,41,15,Friday,0,0
2021-10-16,2021,10,October,4,2021-Q4,Q4 2021,41,16,Saturday,1,0
2021-10-17,2021,10,October,4,2021-Q4,Q4 2021,41,17,Sunday,1,0
2021-10-18,2021,10,October,4,2021-Q4,Q4 2021,42,18,Monday,0,0
2021-10-19,2021,10,October,4,2021-Q4,Q4 2021,42,19,Tuesday,0,0
2021-10-20,2021,10,October,4,2021-Q4,Q4 2021,42,20,Wednesday,0,0
2021-10-21,2021,10,October,4,2021-Q4,Q4 2021,42,21,Thursday,0,0
2021-10-22,2021,10,October,4,2021-Q4,Q4 2021,42,22,Friday,0,0
2021-10-23,2021,10,October,4,2021-Q4,Q4 2021,42,23,Saturday,1,0
2021-10-24,2021,10,October,4,2021-Q4,Q4 2021,42,24,Sunday,1,0
2021-10-25,2021,10,October,4,2021-Q4,Q4 2021,43,25,Monday,0,0
2021-10-26,2021,10,October,4,2021-Q4,Q4 2021,43,26,Tuesday,0,0
2021-10-27,2021,10,October,4,2021-Q4,Q4 2021,43,27,Wednesday,0,0
2021-10-28,2021,10,October,4,2021-Q4,Q4 2021,43,28,Thursday,0,0
2021-10-29,2021,10,October,4,2021-Q4,Q4 2021,43,29,Friday,0,0
2021-10-30,2021,10,October,4,2021-Q4,Q4 2021,43,30,Saturday,1,0
2021-10-31,2021,10,October,4,2021-Q4,Q4 2021,43,31,Sunday,1,0
2021-11-01,2021,11,November,4,2021-Q4,Q4 2021,44,1,Monday,0,0
2021-11-02,2021,11,November,4,2021-Q4,Q4 2021,44,2,Tuesday,0,0
2021-11-03,2021,11,November,4,2021-Q4,Q4 2021,44,3,Wednesday,0,0
2021-11-04,2021,11,November,4,2021-Q4,Q4 2021,44,4,Thursday,0,0
2021-11-05,2021,11,November,4,2021-Q4,Q4 2021,44,5,Friday,0,0
2021-11-06,2021,11,November,4,2021-Q4,Q4 2021,44,6,Saturday,1,0
2021-11-07,2021,11,November,4,2021-Q4,Q4 2021,44,7,Sunday,1,0
2021-11-08,2021,11,November,4,2021-Q4,Q4 2021,45,8,Monday,0,0
2021-11-09,2021,11,November,4,2021-Q4,Q4 2021,45,9,Tuesday,0,0
2021-11-10,2021,11,November,4,2021-Q4,Q4 2021,45,10,Wednesday,0,0
2021-11-11,2021,11,November,4,2021-Q4,Q4 2021,45,11,Thursday,0,0
2021-11-12,2021,11,November,4,2021-Q4,Q4 2021,45,12,Friday,0,0
2021-11-13,2021,11,November,4,2021-Q4,Q4 2021,45,13,Saturday,1,0
2021-11-14,2021,11,November,4,2021-Q4,Q4 2021,45,14,Sunday,1,0
2021-11-15,2021,11,November,4,2021-Q4,Q4 2021,46,15,Monday,0,0
2021-11-16,2021,11,November,4,2021-Q4,Q4 2021,46,16,Tuesday,0,0
2021-11-17,2021,11,November,4,2021-Q4,Q4 2021,46,17,Wednesday,0,0
2021-11-18,2021,11,November,4,2021-Q4,Q4 2021,46,18,Thursday,0,0
2021-11-19,2021,11,November,4,2021-Q4,Q4 2021,46,19,Friday,0,0
2021-11-20,2021,11,November,4,2021-Q4,Q4 2021,46,20,Saturday,1,0
2021-11-21,2021,11,November,4,2021-Q4,Q4 2021,46,21,Sunday,1,0
2021-11-22,2021,11,November,4,2021-Q4,Q4 2021,47,22,Monday,0,0
2021-11-23,2021,11,November,4,2021-Q4,Q4 2021,47,23,Tuesday,0,0
2021-11-24,2021,11,November,4,2021-Q4,Q4 2021,47,24,Wednesday,0,0
2021-11-25,2021,11,November,4,2021-Q4,Q4 2021,47,25,Thursday,0,0
2021-11-26,2021,11,November,4,2021-Q4,Q4 2021,47,26,Friday,0,0
2021-11-27,2021,11,November,4,2021-Q4,Q4 2021,47,27,Saturday,1,0
2021-11-28,2021,11,November,4,2021-Q4,Q4 2021,47,28,Sunday,1,0
2021-11-29,2021,11,November,4,2021-Q4,Q4 2021,48,29,Monday,0,0
2021-11-30,2021,11,November,4,2021-Q4,Q4 2021,48,30,Tuesday,0,0
2021-12-01,2021,12,December,4,2021-Q4,Q4 2021,48,1,Wednesday,0,0
2021-12-02,2021,12,December,4,2021-Q4,Q4 2021,48,2,Thursday,0,0
2021-12-03,2021,12,December,4,2021-Q4,Q4 2021,48,3,Friday,0,0
2021-12-04,2021,12,December,4,2021-Q4,Q4 2021,48,4,Saturday,1,0
2021-12-05,2021,12,December,4,2021-Q4,Q4 2021,48,5,Sunday,1,0
2021-12-06,2021,12,December,4,2021-Q4,Q4 2021,49,6,Monday,0,0
2021-12-07,2021,12,December,4,2021-Q4,Q4 2021,49,7,Tuesday,0,0
2021-12-08,2021,12,December,4,2021-Q4,Q4 2021,49,8,Wednesday,0,0
2021-12-09,2021,12,December,4,2021-Q4,Q4 2021,49,9,Thursday,0,0
2021-12-10,2021,12,December,4,2021-Q4,Q4 2021,49,10,Friday,0,0
2021-12-11,2021,12,December,4,2021-Q4,Q4 2021,49,11,Saturday,1,0
2021-12-12,2021,12,December,4,2021-Q4,Q4 2021,49,12,Sunday,1,0
2021-12-13,2021,12,December,4,2021-Q4,Q4 2021,50,13,Monday,0,0
2021-12-14,2021,12,December,4,2021-Q4,Q4 2021,50,14,Tuesday,0,0
2021-12-15,2021,12,December,4,2021-Q4,Q4 2021,50,15,Wednesday,0,1
2021-12-16,2021,12,December,4,2021-Q4,Q4 2021,50,16,Thursday,0,1
2021-12-17,2021,12,December,4,2021-Q4,Q4 2021,50,17,Friday,0,1
2021-12-18,2021,12,December,4,2021-Q4,Q4 2021,50,18,Saturday,1,1
2021-12-19,2021,12,December,4,2021-Q4,Q4 2021,50,19,Sunday,1,1
2021-12-20,2021,12,December,4,2021-Q4,Q4 2021,51,20,Monday,0,1
2021-12-21,2021,12,December,4,2021-Q4,Q4 2021,51,21,Tuesday,0,1
2021-12-22,2021,12,December,4,2021-Q4,Q4 2021,51,22,Wednesday,0,1
2021-12-23,2021,12,December,4,2021-Q4,Q4 2021,51,23,Thursday,0,1
2021-12-24,2021,12,December,4,2021-Q4,Q4 2021,51,24,Friday,0,1
2021-12-25,2021,12,December,4,2021-Q4,Q4 2021,51,25,Saturday,1,1
2021-12-26,2021,12,December,4,2021-Q4,Q4 2021,51,26,Sunday,1,1
2021-12-27,2021,12,December,4,2021-Q4,Q4 2021,52,27,Monday,0,1
2021-12-28,2021,12,December,4,2021-Q4,Q4 2021,52,28,Tuesday,0,1
2021-12-29,2021,12,December,4,2021-Q4,Q4 2021,52,29,Wednesday,0,1
2021-12-30,2021,12,December,4,2021-Q4,Q4 2021,52,30,Thursday,0,1
2021-12-31,2021,12,December,4,2021-Q4,Q4 2021,52,31,Friday,0,1
2022-01-01,2022,1,January,1,2022-Q1,Q1 2022,52,1,Saturday,1,0
2022-01-02,2022,1,January,1,2022-Q1,Q1 2022,52,2,Sunday,1,0
2022-01-03,2022,1,January,1,2022-Q1,Q1 2022,1,3,Monday,0,0
2022-01-04,2022,1,January,1,2022-Q1,Q1 2022,1,4,Tuesday,0,0
2022-01-05,2022,1,January,1,2022-Q1,Q1 2022,1,5,Wednesday,0,0
2022-01-06,2022,1,January,1,2022-Q1,Q1 2022,1,6,Thursday,0,0
2022-01-07,2022,1,January,1,2022-Q1,Q1 2022,1,7,Friday,0,0
2022-01-08,2022,1,January,1,2022-Q1,Q1 2022,1,8,Saturday,1,0
2022-01-09,2022,1,January,1,2022-Q1,Q1 2022,1,9,Sunday,1,0
2022-01-10,2022,1,January,1,2022-Q1,Q1 2022,2,10,Monday,0,0
2022-01-11,2022,1,January,1,2022-Q1,Q1 2022,2,11,Tuesday,0,0
2022-01-12,2022,1,January,1,2022-Q1,Q1 2022,2,12,Wednesday,0,0
2022-01-13,2022,1,January,1,2022-Q1,Q1 2022,2,13,Thursday,0,0
2022-01-14,2022,1,January,1,2022-Q1,Q1 2022,2,14,Friday,0,0
2022-01-15,2022,1,January,1,2022-Q1,Q1 2022,2,15,Saturday,1,0
2022-01-16,2022,1,January,1,2022-Q1,Q1 2022,2,16,Sunday,1,0
2022-01-17,2022,1,January,1,2022-Q1,Q1 2022,3,17,Monday,0,0
2022-01-18,2022,1,January,1,2022-Q1,Q1 2022,3,18,Tuesday,0,0
2022-01-19,2022,1,January,1,2022-Q1,Q1 2022,3,19,Wednesday,0,0
2022-01-20,2022,1,January,1,2022-Q1,Q1 2022,3,20,Thursday,0,0
2022-01-21,2022,1,January,1,2022-Q1,Q1 2022,3,21,Friday,0,0
2022-01-22,2022,1,January,1,2022-Q1,Q1 2022,3,22,Saturday,1,0
2022-01-23,2022,1,January,1,2022-Q1,Q1 2022,3,23,Sunday,1,0
2022-01-24,2022,1,January,1,2022-Q1,Q1 2022,4,24,Monday,0,0
2022-01-25,2022,1,January,1,2022-Q1,Q1 2022,4,25,Tuesday,0,0
2022-01-26,2022,1,January,1,2022-Q1,Q1 2022,4,26,Wednesday,0,0
2022-01-27,2022,1,January,1,2022-Q1,Q1 2022,4,27,Thursday,0,0
2022-01-28,2022,1,January,1,2022-Q1,Q1 2022,4,28,Friday,0,0
2022-01-29,2022,1,January,1,2022-Q1,Q1 2022,4,29,Saturday,1,0
2022-01-30,2022,1,January,1,2022-Q1,Q1 2022,4,30,Sunday,1,0
2022-01-31,2022,1,January,1,2022-Q1,Q1 2022,5,31,Monday,0,0
2022-02-01,2022,2,February,1,2022-Q1,Q1 2022,5,1,Tuesday,0,0
2022-02-02,2022,2,February,1,2022-Q1,Q1 2022,5,2,Wednesday,0,0
2022-02-03,2022,2,February,1,2022-Q1,Q1 2022,5,3,Thursday,0,0
2022-02-04,2022,2,February,1,2022-Q1,Q1 2022,5,4,Friday,0,0
2022-02-05,2022,2,February,1,2022-Q1,Q1 2022,5,5,Saturday,1,0
2022-02-06,2022,2,February,1,2022-Q1,Q1 2022,5,6,Sunday,1,0
2022-02-07,2022,2,February,1,2022-Q1,Q1 2022,6,7,Monday,0,0
2022-02-08,2022,2,February,1,2022-Q1,Q1 2022,6,8,Tuesday,0,0
2022-02-09,2022,2,February,1,2022-Q1,Q1 2022,6,9,Wednesday,0,0
2022-02-10,2022,2,February,1,2022-Q1,Q1 2022,6,10,Thursday,0,0
2022-02-11,2022,2,February,1,2022-Q1,Q1 2022,6,11,Friday,0,0
2022-02-12,2022,2,February,1,2022-Q1,Q1 2022,6,12,Saturday,1,0
2022-02-13,2022,2,February,1,2022-Q1,Q1 2022,6,13,Sunday,1,0
2022-02-14,2022,2,February,1,2022-Q1,Q1 2022,7,14,Monday,0,0
2022-02-15,2022,2,February,1,2022-Q1,Q1 2022,7,15,Tuesday,0,0
2022-02-16,2022,2,February,1,2022-Q1,Q1 2022,7,16,Wednesday,0,0
2022-02-17,2022,2,February,1,2022-Q1,Q1 2022,7,17,Thursday,0,0
2022-02-18,2022,2,February,1,2022-Q1,Q1 2022,7,18,Friday,0,0
2022-02-19,2022,2,February,1,2022-Q1,Q1 2022,7,19,Saturday,1,0
2022-02-20,2022,2,February,1,2022-Q1,Q1 2022,7,20,Sunday,1,0
2022-02-21,2022,2,February,1,2022-Q1,Q1 2022,8,21,Monday,0,0
2022-02-22,2022,2,February,1,2022-Q1,Q1 2022,8,22,Tuesday,0,0
2022-02-23,2022,2,February,1,2022-Q1,Q1 2022,8,23,Wednesday,0,0
2022-02-24,2022,2,February,1,2022-Q1,Q1 2022,8,24,Thursday,0,0
2022-02-25,2022,2,February,1,2022-Q1,Q1 2022,8,25,Friday,0,0
2022-02-26,2022,2,February,1,2022-Q1,Q1 2022,8,26,Saturday,1,0
2022-02-27,2022,2,February,1,2022-Q1,Q1 2022,8,27,Sunday,1,0
2022-02-28,2022,2,February,1,2022-Q1,Q1 2022,9,28,Monday,0,0
2022-03-01,2022,3,March,1,2022-Q1,Q1 2022,9,1,Tuesday,0,0
2022-03-02,2022,3,March,1,2022-Q1,Q1 2022,9,2,Wednesday,0,0
2022-03-03,2022,3,March,1,2022-Q1,Q1 2022,9,3,Thursday,0,0
2022-03-04,2022,3,March,1,2022-Q1,Q1 2022,9,4,Friday,0,0
2022-03-05,2022,3,March,1,2022-Q1,Q1 2022,9,5,Saturday,1,0
2022-03-06,2022,3,March,1,2022-Q1,Q1 2022,9,6,Sunday,1,0
2022-03-07,2022,3,March,1,2022-Q1,Q1 2022,10,7,Monday,0,0
2022-03-08,2022,3,March,1,2022-Q1,Q1 2022,10,8,Tuesday,0,0
2022-03-09,2022,3,March,1,2022-Q1,Q1 2022,10,9,Wednesday,0,0
2022-03-10,2022,3,March,1,2022-Q1,Q1 2022,10,10,Thursday,0,0
2022-03-11,2022,3,March,1,2022-Q1,Q1 2022,10,11,Friday,0,0
2022-03-12,2022,3,March,1,2022-Q1,Q1 2022,10,12,Saturday,1,0
2022-03-13,2022,3,March,1,2022-Q1,Q1 2022,10,13,Sunday,1,0
2022-03-14,2022,3,March,1,2022-Q1,Q1 2022,11,14,Monday,0,0
2022-03-15,2022,3,March,1,2022-Q1,Q1 2022,11,15,Tuesday,0,0
2022-03-16,2022,3,March,1,2022-Q1,Q1 2022,11,16,Wednesday,0,0
2022-03-17,2022,3,March,1,2022-Q1,Q1 2022,11,17,Thursday,0,0
2022-03-18,2022,3,March,1,2022-Q1,Q1 2022,11,18,Friday,0,0
2022-03-19,2022,3,March,1,2022-Q1,Q1 2022,11,19,Saturday,1,0
2022-03-20,2022,3,March,1,2022-Q1,Q1 2022,11,20,Sunday,1,0
2022-03-21,2022,3,March,1,2022-Q1,Q1 2022,12,21,Monday,0,0
2022-03-22,2022,3,March,1,2022-Q1,Q1 2022,12,22,Tuesday,0,0
2022-03-23,2022,3,March,1,2022-Q1,Q1 2022,12,23,Wednesday,0,0
2022-03-24,2022,3,March,1,2022-Q1,Q1 2022,12,24,Thursday,0,0
2022-03-25,2022,3,March,1,2022-Q1,Q1 2022,12,25,Friday,0,0
2022-03-26,2022,3,March,1,2022-Q1,Q1 2022,12,26,Saturday,1,0
2022-03-27,2022,3,March,1,2022-Q1,Q1 2022,12,27,Sunday,1,0
2022-03-28,2022,3,March,1,2022-Q1,Q1 2022,13,28,Monday,0,0
2022-03-29,2022,3,March,1,2022-Q1,Q1 2022,13,29,Tuesday,0,0
2022-03-30,2022,3,March,1,2022-Q1,Q1 2022,13,30,Wednesday,0,0
2022-03-31,2022,3,March,1,2022-Q1,Q1 2022,13,31,Thursday,0,0
2022-04-01,2022,4,April,2,2022-Q2,Q2 2022,13,1,Friday,0,0
2022-04-02,2022,4,April,2,2022-Q2,Q2 2022,13,2,Saturday,1,0
2022-04-03,2022,4,April,2,2022-Q2,Q2 2022,13,3,Sunday,1,0
2022-04-04,2022,4,April,2,2022-Q2,Q2 2022,14,4,Monday,0,0
2022-04-05,2022,4,April,2,2022-Q2,Q2 2022,14,5,Tuesday,0,0
2022-04-06,2022,4,April,2,2022-Q2,Q2 2022,14,6,Wednesday,0,0
2022-04-07,2022,4,April,2,2022-Q2,Q2 2022,14,7,Thursday,0,0
2022-04-08,2022,4,April,2,2022-Q2,Q2 2022,14,8,Friday,0,0
2022-04-09,2022,4,April,2,2022-Q2,Q2 2022,14,9,Saturday,1,0
2022-04-10,2022,4,April,2,2022-Q2,Q2 2022,14,10,Sunday,1,0
2022-04-11,2022,4,April,2,2022-Q2,Q2 2022,15,11,Monday,0,0
2022-04-12,2022,4,April,2,2022-Q2,Q2 2022,15,12,Tuesday,0,0
2022-04-13,2022,4,April,2,2022-Q2,Q2 2022,15,13,Wednesday,0,0
2022-04-14,2022,4,April,2,2022-Q2,Q2 2022,15,14,Thursday,0,0
2022-04-15,2022,4,April,2,2022-Q2,Q2 2022,15,15,Friday,0,0
2022-04-16,2022,4,April,2,2022-Q2,Q2 2022,15,16,Saturday,1,0
2022-04-17,2022,4,April,2,2022-Q2,Q2 2022,15,17,Sunday,1,0
2022-04-18,2022,4,April,2,2022-Q2,Q2 2022,16,18,Monday,0,0
2022-04-19,2022,4,April,2,2022-Q2,Q2 2022,16,19,Tuesday,0,0
2022-04-20,2022,4,April,2,2022-Q2,Q2 2022,16,20,Wednesday,0,0
2022-04-21,2022,4,April,2,2022-Q2,Q2 2022,16,21,Thursday,0,0
2022-04-22,2022,4,April,2,2022-Q2,Q2 2022,16,22,Friday,0,0
2022-04-23,2022,4,April,2,2022-Q2,Q2 2022,16,23,Saturday,1,0
2022-04-24,2022,4,April,2,2022-Q2,Q2 2022,16,24,Sunday,1,0
2022-04-25,2022,4,April,2,2022-Q2,Q2 2022,17,25,Monday,0,0
2022-04-26,2022,4,April,2,2022-Q2,Q2 2022,17,26,Tuesday,0,0
2022-04-27,2022,4,April,2,2022-Q2,Q2 2022,17,27,Wednesday,0,0
2022-04-28,2022,4,April,2,2022-Q2,Q2 2022,17,28,Thursday,0,0
2022-04-29,2022,4,April,2,2022-Q2,Q2 2022,17,29,Friday,0,0
2022-04-30,2022,4,April,2,2022-Q2,Q2 2022,17,30,Saturday,1,0
2022-05-01,2022,5,May,2,2022-Q2,Q2 2022,17,1,Sunday,1,0
2022-05-02,2022,5,May,2,2022-Q2,Q2 2022,18,2,Monday,0,0
2022-05-03,2022,5,May,2,2022-Q2,Q2 2022,18,3,Tuesday,0,0
2022-05-04,2022,5,May,2,2022-Q2,Q2 2022,18,4,Wednesday,0,0
2022-05-05,2022,5,May,2,2022-Q2,Q2 2022,18,5,Thursday,0,0
2022-05-06,2022,5,May,2,2022-Q2,Q2 2022,18,6,Friday,0,0
2022-05-07,2022,5,May,2,2022-Q2,Q2 2022,18,7,Saturday,1,0
2022-05-08,2022,5,May,2,2022-Q2,Q2 2022,18,8,Sunday,1,0
2022-05-09,2022,5,May,2,2022-Q2,Q2 2022,19,9,Monday,0,0
2022-05-10,2022,5,May,2,2022-Q2,Q2 2022,19,10,Tuesday,0,0
2022-05-11,2022,5,May,2,2022-Q2,Q2 2022,19,11,Wednesday,0,0
2022-05-12,2022,5,May,2,2022-Q2,Q2 2022,19,12,Thursday,0,0
2022-05-13,2022,5,May,2,2022-Q2,Q2 2022,19,13,Friday,0,0
2022-05-14,2022,5,May,2,2022-Q2,Q2 2022,19,14,Saturday,1,0
2022-05-15,2022,5,May,2,2022-Q2,Q2 2022,19,15,Sunday,1,0
2022-05-16,2022,5,May,2,2022-Q2,Q2 2022,20,16,Monday,0,0
2022-05-17,2022,5,May,2,2022-Q2,Q2 2022,20,17,Tuesday,0,0
2022-05-18,2022,5,May,2,2022-Q2,Q2 2022,20,18,Wednesday,0,0
2022-05-19,2022,5,May,2,2022-Q2,Q2 2022,20,19,Thursday,0,0
2022-05-20,2022,5,May,2,2022-Q2,Q2 2022,20,20,Friday,0,0
2022-05-21,2022,5,May,2,2022-Q2,Q2 2022,20,21,Saturday,1,0
2022-05-22,2022,5,May,2,2022-Q2,Q2 2022,20,22,Sunday,1,0
2022-05-23,2022,5,May,2,2022-Q2,Q2 2022,21,23,Monday,0,0
2022-05-24,2022,5,May,2,2022-Q2,Q2 2022,21,24,Tuesday,0,0
2022-05-25,2022,5,May,2,2022-Q2,Q2 2022,21,25,Wednesday,0,0
2022-05-26,2022,5,May,2,2022-Q2,Q2 2022,21,26,Thursday,0,0
2022-05-27,2022,5,May,2,2022-Q2,Q2 2022,21,27,Friday,0,0
2022-05-28,2022,5,May,2,2022-Q2,Q2 2022,21,28,Saturday,1,0
2022-05-29,2022,5,May,2,2022-Q2,Q2 2022,21,29,Sunday,1,0
2022-05-30,2022,5,May,2,2022-Q2,Q2 2022,22,30,Monday,0,0
2022-05-31,2022,5,May,2,2022-Q2,Q2 2022,22,31,Tuesday,0,0
2022-06-01,2022,6,June,2,2022-Q2,Q2 2022,22,1,Wednesday,0,0
2022-06-02,2022,6,June,2,2022-Q2,Q2 2022,22,2,Thursday,0,0
2022-06-03,2022,6,June,2,2022-Q2,Q2 2022,22,3,Friday,0,0
2022-06-04,2022,6,June,2,2022-Q2,Q2 2022,22,4,Saturday,1,0
2022-06-05,2022,6,June,2,2022-Q2,Q2 2022,22,5,Sunday,1,0
2022-06-06,2022,6,June,2,2022-Q2,Q2 2022,23,6,Monday,0,0
2022-06-07,2022,6,June,2,2022-Q2,Q2 2022,23,7,Tuesday,0,0
2022-06-08,2022,6,June,2,2022-Q2,Q2 2022,23,8,Wednesday,0,0
2022-06-09,2022,6,June,2,2022-Q2,Q2 2022,23,9,Thursday,0,0
2022-06-10,2022,6,June,2,2022-Q2,Q2 2022,23,10,Friday,0,0
2022-06-11,2022,6,June,2,2022-Q2,Q2 2022,23,11,Saturday,1,0
2022-06-12,2022,6,June,2,2022-Q2,Q2 2022,23,12,Sunday,1,0
2022-06-13,2022,6,June,2,2022-Q2,Q2 2022,24,13,Monday,0,0
2022-06-14,2022,6,June,2,2022-Q2,Q2 2022,24,14,Tuesday,0,0
2022-06-15,2022,6,June,2,2022-Q2,Q2 2022,24,15,Wednesday,0,0
2022-06-16,2022,6,June,2,2022-Q2,Q2 2022,24,16,Thursday,0,0
2022-06-17,2022,6,June,2,2022-Q2,Q2 2022,24,17,Friday,0,0
2022-06-18,2022,6,June,2,2022-Q2,Q2 2022,24,18,Saturday,1,0
2022-06-19,2022,6,June,2,2022-Q2,Q2 2022,24,19,Sunday,1,0
2022-06-20,2022,6,June,2,2022-Q2,Q2 2022,25,20,Monday,0,0
2022-06-21,2022,6,June,2,2022-Q2,Q2 2022,25,21,Tuesday,0,0
2022-06-22,2022,6,June,2,2022-Q2,Q2 2022,25,22,Wednesday,0,0
2022-06-23,2022,6,June,2,2022-Q2,Q2 2022,25,23,Thursday,0,0
2022-06-24,2022,6,June,2,2022-Q2,Q2 2022,25,24,Friday,0,0
2022-06-25,2022,6,June,2,2022-Q2,Q2 2022,25,25,Saturday,1,0
2022-06-26,2022,6,June,2,2022-Q2,Q2 2022,25,26,Sunday,1,0
2022-06-27,2022,6,June,2,2022-Q2,Q2 2022,26,27,Monday,0,0
2022-06-28,2022,6,June,2,2022-Q2,Q2 2022,26,28,Tuesday,0,0
2022-06-29,2022,6,June,2,2022-Q2,Q2 2022,26,29,Wednesday,0,0
2022-06-30,2022,6,June,2,2022-Q2,Q2 2022,26,30,Thursday,0,0
2022-07-01,2022,7,July,3,2022-Q3,Q3 2022,26,1,Friday,0,0
2022-07-02,2022,7,July,3,2022-Q3,Q3 2022,26,2,Saturday,1,0
2022-07-03,2022,7,July,3,2022-Q3,Q3 2022,26,3,Sunday,1,0
2022-07-04,2022,7,July,3,2022-Q3,Q3 2022,27,4,Monday,0,0
2022-07-05,2022,7,July,3,2022-Q3,Q3 2022,27,5,Tuesday,0,0
2022-07-06,2022,7,July,3,2022-Q3,Q3 2022,27,6,Wednesday,0,0
2022-07-07,2022,7,July,3,2022-Q3,Q3 2022,27,7,Thursday,0,0
2022-07-08,2022,7,July,3,2022-Q3,Q3 2022,27,8,Friday,0,0
2022-07-09,2022,7,July,3,2022-Q3,Q3 2022,27,9,Saturday,1,0
2022-07-10,2022,7,July,3,2022-Q3,Q3 2022,27,10,Sunday,1,0
2022-07-11,2022,7,July,3,2022-Q3,Q3 2022,28,11,Monday,0,0
2022-07-12,2022,7,July,3,2022-Q3,Q3 2022,28,12,Tuesday,0,0
2022-07-13,2022,7,July,3,2022-Q3,Q3 2022,28,13,Wednesday,0,0
2022-07-14,2022,7,July,3,2022-Q3,Q3 2022,28,14,Thursday,0,0
2022-07-15,2022,7,July,3,2022-Q3,Q3 2022,28,15,Friday,0,0
2022-07-16,2022,7,July,3,2022-Q3,Q3 2022,28,16,Saturday,1,0
2022-07-17,2022,7,July,3,2022-Q3,Q3 2022,28,17,Sunday,1,0
2022-07-18,2022,7,July,3,2022-Q3,Q3 2022,29,18,Monday,0,0
2022-07-19,2022,7,July,3,2022-Q3,Q3 2022,29,19,Tuesday,0,0
2022-07-20,2022,7,July,3,2022-Q3,Q3 2022,29,20,Wednesday,0,0
2022-07-21,2022,7,July,3,2022-Q3,Q3 2022,29,21,Thursday,0,0
2022-07-22,2022,7,July,3,2022-Q3,Q3 2022,29,22,Friday,0,0
2022-07-23,2022,7,July,3,2022-Q3,Q3 2022,29,23,Saturday,1,0
2022-07-24,2022,7,July,3,2022-Q3,Q3 2022,29,24,Sunday,1,0
2022-07-25,2022,7,July,3,2022-Q3,Q3 2022,30,25,Monday,0,0
2022-07-26,2022,7,July,3,2022-Q3,Q3 2022,30,26,Tuesday,0,0
2022-07-27,2022,7,July,3,2022-Q3,Q3 2022,30,27,Wednesday,0,0
2022-07-28,2022,7,July,3,2022-Q3,Q3 2022,30,28,Thursday,0,0
2022-07-29,2022,7,July,3,2022-Q3,Q3 2022,30,29,Friday,0,0
2022-07-30,2022,7,July,3,2022-Q3,Q3 2022,30,30,Saturday,1,0
2022-07-31,2022,7,July,3,2022-Q3,Q3 2022,30,31,Sunday,1,0
2022-08-01,2022,8,August,3,2022-Q3,Q3 2022,31,1,Monday,0,0
2022-08-02,2022,8,August,3,2022-Q3,Q3 2022,31,2,Tuesday,0,0
2022-08-03,2022,8,August,3,2022-Q3,Q3 2022,31,3,Wednesday,0,0
2022-08-04,2022,8,August,3,2022-Q3,Q3 2022,31,4,Thursday,0,0
2022-08-05,2022,8,August,3,2022-Q3,Q3 2022,31,5,Friday,0,0
2022-08-06,2022,8,August,3,2022-Q3,Q3 2022,31,6,Saturday,1,0
2022-08-07,2022,8,August,3,2022-Q3,Q3 2022,31,7,Sunday,1,0
2022-08-08,2022,8,August,3,2022-Q3,Q3 2022,32,8,Monday,0,0
2022-08-09,2022,8,August,3,2022-Q3,Q3 2022,32,9,Tuesday,0,0
2022-08-10,2022,8,August,3,2022-Q3,Q3 2022,32,10,Wednesday,0,0
2022-08-11,2022,8,August,3,2022-Q3,Q3 2022,32,11,Thursday,0,0
2022-08-12,2022,8,August,3,2022-Q3,Q3 2022,32,12,Friday,0,0
2022-08-13,2022,8,August,3,2022-Q3,Q3 2022,32,13,Saturday,1,0
2022-08-14,2022,8,August,3,2022-Q3,Q3 2022,32,14,Sunday,1,0
2022-08-15,2022,8,August,3,2022-Q3,Q3 2022,33,15,Monday,0,0
2022-08-16,2022,8,August,3,2022-Q3,Q3 2022,33,16,Tuesday,0,0
2022-08-17,2022,8,August,3,2022-Q3,Q3 2022,33,17,Wednesday,0,0
2022-08-18,2022,8,August,3,2022-Q3,Q3 2022,33,18,Thursday,0,0
2022-08-19,2022,8,August,3,2022-Q3,Q3 2022,33,19,Friday,0,0
2022-08-20,2022,8,August,3,2022-Q3,Q3 2022,33,20,Saturday,1,0
2022-08-21,2022,8,August,3,2022-Q3,Q3 2022,33,21,Sunday,1,0
2022-08-22,2022,8,August,3,2022-Q3,Q3 2022,34,22,Monday,0,0
