Date,Month,Campaign_New,Canal,Spend,Impressions,Clicks,Engagements,LinkClicks,VideoViews,Weighted_Score,CPM
2024-12-30,2024-12,Campaign_62,YouTube,5418.670333,682147,197,81168.0,0.0,66136.0,47394.6,7.943552244604168
2024-12-30,2024-12,Campiagn_14,Meta,17949.1,1615592,4646,2832.0,2658.0,0.0,6062.0,11.109921316768094
2024-12-30,2024-12,Campaign_44,TikTok,16326.84,2063438,7771,0.0,0.0,269919.0,34762.9,7.912445152216834
2024-12-30,2024-12,Campaign_43,TikTok,5507.9,543751,1789,0.0,0.0,30782.0,4867.200000000001,10.129452635489404
2024-12-30,2024-12,Campaign_29,Google Ads,2161.247592,388080,7093,24.0,0.0,0.0,7105.0,5.56907748917749
2024-12-30,2024-12,Campaign_12,Meta,9827.19,2264447,3240,109033.0,657.0,0.0,57756.5,4.339774788281643
2024-12-30,2024-12,Campaign_15,Meta,7647.05,1871718,2012,85542.0,381.0,0.0,44783.0,4.085578062507279
2024-12-30,2024-12,Campaign_44,TikTok,5643.73,727741,6987,0.0,0.0,142164.0,21203.4,7.755135412186477
2024-12-30,2024-12,Campaign_25,Google Ads,4133.464925,206074,8945,51637.0,0.0,42310.0,38994.5,20.05815835573629
2024-12-30,2024-12,Campaign_50,TikTok,3197.0,447694,1915,0.0,0.0,55252.0,7440.200000000001,7.141038298480658
2024-12-30,2024-12,Campaign_11,Meta,5396.2,478463,1576,25252.0,509.0,0.0,14202.0,11.27819706016975
2024-12-30,2024-12,Campaign_29,Google Ads,3320.072259,284511,868,198710.0,0.0,174196.0,117642.6,11.669398578613832
2024-12-30,2024-12,Campaign_43,TikTok,6304.36,647617,3106,0.0,0.0,69680.0,10074.0,9.734704308256267
2024-12-30,2024-12,Campaign_43,TikTok,6932.32,661861,2525,0.0,0.0,48519.0,7376.900000000001,10.47398169706328
2024-12-30,2024-12,Campaign_13,Meta,12721.31,2076768,2623,91593.0,665.0,0.0,48419.5,6.12553255828287
2024-12-30,2024-12,Campaign_25,Google Ads,2185.819709,120695,5629,32245.0,0.0,27991.0,24550.6,18.110275562367953
2024-12-30,2024-12,Campaign_27,Google Ads,5492.177029,190899,39,0.0,0.0,0.0,39.0,28.770067045924808
2024-12-30,2024-12,Campaign_43,TikTok,12738.85,1659243,31917,0.0,0.0,200152.0,51932.2,7.677507152358033
2024-12-30,2024-12,Campaign_18,Meta,4732.68,654602,18755,321567.0,8.0,0.0,179538.5,7.229858753868763
2024-12-30,2024-12,Campiagn_14,Meta,27694.08,4733393,6952,244063.0,2041.0,0.0,128983.5,5.85078821893724
2024-12-30,2024-12,Campaign_15,Meta,7716.22,1741016,1740,83421.0,487.0,0.0,43450.5,4.432021302503825
2024-12-30,2024-12,Campaign_65,YouTube,10127.955641,859206,506,183658.0,0.0,181080.0,110443.0,11.787575553476117
2024-12-30,2024-12,Campaign_65,YouTube,6357.657224,690781,484,42558.0,0.0,41185.0,25881.5,9.203578592925977
2024-12-30,2024-12,Campaign_25,Google Ads,5904.851957,395929,142,133478.0,0.0,115820.0,78463.0,14.91391627539281
2024-12-30,2024-12,Campaign_19,Meta,5890.0,359423,22036,76936.0,14338.0,0.0,60504.0,16.38737643389544
2024-12-30,2024-12,Campiagn_14,Meta,6911.93,289926,26572,66444.0,16769.0,0.0,59794.0,23.840324772528163
2024-12-30,2024-12,Campiagn_14,Meta,21324.42,1077387,6135,107128.0,3797.0,0.0,59699.0,19.792720721523462
2024-12-30,2024-12,Campaign_43,TikTok,6465.93,634708,3810,0.0,0.0,36798.0,7489.8,10.187251460514126
2024-12-30,2024-12,Campaign_16,Meta,6671.65,352130,17647,68725.0,13394.0,0.0,52009.5,18.946553829551586
2024-12-30,2024-12,Campaign_53,TikTok,8722.66,1404222,75303,0.0,0.0,504206.0,125723.6,6.211738599737078
2024-12-30,2024-12,Campiagn_14,Meta,14147.43,2430476,5898,70149.0,2912.0,0.0,40972.5,5.8208474389378875
2024-12-30,2024-12,Campaign_6,DV360,4492.430886,345489,1506,0.0,0.0,0.0,1506.0,13.003108307355662
2024-12-30,2024-12,Campaign_65,YouTube,6990.607527,766909,504,44727.0,0.0,43484.0,27215.9,9.115302502643729
2024-12-30,2024-12,Campaign_25,Google Ads,7012.348245,2306606,4872,0.0,0.0,0.0,4872.0,3.04011532311977
2024-12-30,2024-12,Campaign_53,TikTok,12536.48,1751863,103744,0.0,0.0,438465.0,147590.5,7.15608469383736
2024-12-30,2024-12,Campaign_30,Google Ads,2979.439696,84046,0,0.0,0.0,0.0,0.0,35.4501070366228
2024-12-30,2024-12,Campaign_25,Google Ads,4622.795359,247049,12063,71326.0,0.0,70041.0,54730.1,18.712058575424308
2024-12-30,2024-12,Campaign_43,TikTok,10840.95,964199,4256,0.0,0.0,66282.0,10884.2,11.243477746813676
2024-12-30,2024-12,Campiagn_14,Meta,1318.16,90958,218,6592.0,60.0,0.0,3514.0,14.491963323731833
2024-12-30,2024-12,Campaign_65,YouTube,25440.550257,2633857,1759,121124.0,0.0,118465.0,74167.5,9.659047646474352
2024-12-30,2024-12,Campiagn_14,Meta,11392.86,597807,42359,110869.0,28166.0,0.0,97793.5,19.057756098540164
2024-12-30,2024-12,Campaign_15,Meta,17891.84,1306551,52164,208255.0,37074.0,0.0,156291.5,13.693946887645412
2024-12-30,2024-12,Campaign_65,YouTube,2946.489373,487666,70,11688.0,0.0,10892.0,7003.2,6.042023378705917
2024-12-30,2024-12,Campaign_63,YouTube,13511.204903,1017274,458,594197.0,0.0,592436.0,356800.1,13.28177551279203
2024-12-30,2024-12,Campaign_16,Meta,15427.69,894578,43843,164641.0,34372.0,0.0,126163.5,17.24577398505217
2024-12-30,2024-12,Campaign_53,TikTok,10007.749999,655942,147776,0.0,0.0,76615.0,155437.5,15.257065409746593
2024-12-30,2024-12,Campaign_28,Google Ads,7987.77046,564080,1011,264645.0,0.0,241418.0,157475.3,14.16070497092611
2024-12-30,2024-12,Campiagn_14,Meta,923.26,47808,214,6824.0,81.0,0.0,3626.0,19.311830655957163
2024-12-30,2024-12,Campaign_43,TikTok,3620.62,788780,1578,0.0,0.0,6201.0,2198.1,4.590151880118665
2024-12-30,2024-12,Campaign_15,Meta,7665.21,1406383,1559,55371.0,497.0,0.0,29244.5,5.450300522688343
2024-12-30,2024-12,Campiagn_14,Meta,2281.7,98770,218,4766.0,72.0,0.0,2601.0,23.101144072086665
2024-12-30,2024-12,Campaign_60,YouTube,2895.958818,262075,1028,126451.0,0.0,92233.0,73476.8,11.050114730516075
2024-12-30,2024-12,Campaign_44,TikTok,4576.28,509065,5122,0.0,0.0,103339.0,15455.900000000001,8.989578933927886
2024-12-30,2024-12,Campiagn_14,Meta,5674.85,1317424,1521,65925.0,385.0,0.0,34483.5,4.30753500771202
2024-12-30,2024-12,Campaign_15,Meta,3671.51,391461,4817,205827.0,1.0,0.0,107730.5,9.37899305422507
2024-12-30,2024-12,Campaign_12,Meta,8009.81,1587418,2264,50959.0,1136.0,0.0,27743.5,5.045810240276978
2024-12-30,2024-12,Campaign_13,Meta,6242.56,1101793,1488,42055.0,533.0,0.0,22515.5,5.665819260060648
2024-12-30,2024-12,Campaign_19,Meta,3475.51,158413,9441,86448.0,8009.0,0.0,52665.0,21.93955041568558
2024-12-30,2024-12,Campaign_60,YouTube,37955.00926,3941766,1141,831144.0,0.0,788537.0,495566.7,9.628935167638058
2024-12-30,2024-12,Campaign_26,Google Ads,16130.178066,4261257,10787,612165.0,0.0,602175.0,377087.0,3.7853098430815133
2024-12-30,2024-12,Campaign_25,Google Ads,6326.67522,1043193,2209,309477.0,0.0,293388.0,186286.3,6.064721695793588
2024-12-30,2024-12,Campaign_53,TikTok,3508.51,406598,31927,0.0,0.0,105357.0,42462.7,8.628940624400514
2024-12-30,2024-12,Campiagn_14,Meta,4869.02,276979,552,26061.0,172.0,0.0,13582.5,17.57902223634283
2024-12-30,2024-12,Campaign_15,Meta,3523.74,304325,3017,196486.0,0.0,0.0,101260.0,11.578871272488293
2024-12-30,2024-12,Campaign_12,Meta,7762.61,1169225,41248,678805.0,2.0,0.0,380650.5,6.639107100857405
2024-12-30,2024-12,Campiagn_14,Meta,5713.53,984723,1690,38642.0,484.0,0.0,21011.0,5.802169747228408
2024-12-30,2024-12,Campaign_65,YouTube,6355.522012,653649,346,52064.0,0.0,50858.0,31463.8,9.723141949272469
2024-12-30,2024-12,Campaign_43,TikTok,5167.84,882593,18025,0.0,0.0,207314.0,38756.4,5.855292303473968
2024-12-30,2024-12,Campaign_43,TikTok,2250.89,188118,783,0.0,0.0,13556.0,2138.6000000000004,11.96530900817572
2024-12-30,2024-12,Campiagn_14,Meta,3554.32,885874,2361,1098.0,972.0,0.0,2910.0,4.012218441900315
2024-12-30,2024-12,Campaign_25,Google Ads,13484.630542,687127,69,426340.0,0.0,386570.0,251896.0,19.624655328636482
2024-12-30,2024-12,Campaign_25,Google Ads,5292.744657,1804984,27855,136.0,0.0,0.0,27923.0,2.9322945006714742
2024-12-30,2024-12,Campaign_25,Google Ads,23009.944419,1276138,52321,357841.0,0.0,315740.0,262815.5,18.030921749058486
2024-12-30,2024-12,Campiagn_48,TikTok,15129.74,1713207,111252,0.0,0.0,531030.0,164355.0,8.831238723633513
2024-12-30,2024-12,Campaign_65,YouTube,10944.552846,951191,769,185024.0,0.0,182159.0,111496.9,11.50615685598371
2024-12-30,2024-12,Campaign_12,Meta,12996.16,1278503,19642,796311.0,433.0,0.0,417797.5,10.16513844707443
2024-12-30,2024-12,Campaign_12,Meta,3912.88,814822,1020,34021.0,497.0,0.0,18030.5,4.802128563048125
2024-12-30,2024-12,Campaign_11,Meta,5557.9,111827,764,5601.0,299.0,0.0,3564.5,49.70087724789183
2024-12-30,2024-12,Campaign_65,YouTube,5174.951151,512185,1229,128573.0,0.0,123480.0,77863.5,10.1036757245917
2024-12-30,2024-12,Campiagn_14,Meta,856.52,57849,307,8036.0,144.0,0.0,4325.0,14.806133208871373
2024-12-30,2024-12,Campaign_25,Google Ads,4150.542962,264309,10764,68686.0,0.0,58334.0,50940.4,15.703373558978319
2024-12-30,2024-12,Campaign_12,Meta,5197.51,593675,5240,263853.0,0.0,0.0,137166.5,8.754806922979744
2024-12-30,2024-12,Campaign_65,YouTube,4078.689655,434966,210,27760.0,0.0,27006.0,16790.6,9.377030974834815
2024-12-30,2024-12,Campaign_17,Meta,16107.11,1460536,6655,83503.0,6477.0,0.0,48406.5,11.028218407488758
2024-12-30,2024-12,Campiagn_14,Meta,31273.98,2326694,4919,159992.0,1134.0,0.0,84915.0,13.441380774609812
2024-12-30,2024-12,Campaign_25,Google Ads,12348.924527,2298240,41260,17.0,0.0,0.0,41268.5,5.373209293633389
2024-12-30,2024-12,Campaign_45,TikTok,8651.92,1561168,2546,0.0,0.0,9181.0,3464.1,5.541953204267574
2024-12-30,2024-12,Campiagn_14,Meta,11813.81,690290,46214,145017.0,31861.0,0.0,118722.5,17.114270813715972
2024-12-30,2024-12,Campaign_43,TikTok,8704.95,928623,73305,0.0,0.0,279136.0,101218.6,9.374040918650518
2024-12-30,2024-12,Campaign_11,Meta,11142.71,101355,716,6533.0,257.0,0.0,3982.5,109.93744758522026
2024-12-30,2024-12,Campaign_62,YouTube,3798.169651,317492,28,309375.0,0.0,309375.0,185653.0,11.963040489209178
2024-12-30,2024-12,Campaign_29,Google Ads,16883.428089,2542334,3722,635659.0,0.0,602074.0,381758.9,6.640916610091357
2024-12-30,2024-12,Campiagn_14,Meta,7076.93,526859,23052,93181.0,14953.0,0.0,69642.5,13.432303519537486
2024-12-30,2024-12,Campaign_7,DV360,3346.183898,435100,436,0.0,0.0,182773.0,18713.3,7.6906088209606995
2024-12-29,2024-12,Campaign_29,Google Ads,2955.9754,240936,846,150858.0,0.0,127005.0,88975.5,12.268716173589667
2024-12-29,2024-12,Campiagn_14,Meta,1471.39,101570,287,7612.0,86.0,0.0,4093.0,14.486462538151029
2024-12-29,2024-12,Campaign_25,Google Ads,11494.373346,2175160,35026,30.0,0.0,0.0,35041.0,5.284380618437265
2024-12-29,2024-12,Campaign_12,Meta,8125.54,1224633,41907,721407.0,2.0,0.0,402610.5,6.635081693862569
2024-12-29,2024-12,Campaign_30,Google Ads,3055.755728,86199,0,0.0,0.0,0.0,0.0,35.45001366605182
2024-12-29,2024-12,Campiagn_14,Meta,7249.909999,601018,22477,101757.0,14647.0,0.0,73355.5,12.062716921955749
2024-12-29,2024-12,Campaign_65,YouTube,6354.056857,669252,453,44068.0,0.0,42668.0,26753.8,9.494266519935689
2024-12-29,2024-12,Campaign_25,Google Ads,5612.640176,361202,179,131094.0,0.0,112606.0,76986.6,15.538784879374976
2024-12-29,2024-12,Campaign_43,TikTok,6228.97,627110,3021,0.0,0.0,71013.0,10122.3,9.932818803718646
2024-12-29,2024-12,Campaign_65,YouTube,10942.221799,924405,756,175303.0,0.0,172444.0,105651.9,11.837043069866564
2024-12-29,2024-12,Campaign_25,Google Ads,3795.224438,233431,9535,61424.0,0.0,53699.0,45616.9,16.258442272020424
2024-12-29,2024-12,Campaign_60,YouTube,35961.854825,3780055,1520,743660.0,0.0,691429.0,442492.9,9.513579782569302
2024-12-29,2024-12,Campaign_53,TikTok,12554.27,1427003,94358,0.0,0.0,395935.0,133951.5,8.797647937670769
2024-12-29,2024-12,Campaign_65,YouTube,10129.293915,794041,458,185700.0,0.0,183284.0,111636.4,12.756638404062258
2024-12-29,2024-12,Campiagn_14,Meta,12557.41,815970,50868,175078.0,35548.0,0.0,138407.0,15.389548635366497
2024-12-29,2024-12,Campaign_25,Google Ads,23622.681905,1258331,52447,353204.0,0.0,315726.0,260621.6,18.7730270532952
2024-12-29,2024-12,Campaign_12,Meta,8431.049999,1653722,2407,53891.0,1235.0,0.0,29352.5,5.098226908150222
2024-12-29,2024-12,Campaign_16,Meta,7061.1,341731,19606,70202.0,14616.0,0.0,54707.0,20.66274350293067
2024-12-29,2024-12,Campaign_63,YouTube,13486.488677,953900,462,582970.0,0.0,580998.0,350046.8,14.13826258203166
2024-12-29,2024-12,Campaign_43,TikTok,6372.29,561482,3384,0.0,0.0,37993.0,7183.3,11.34905482277259
2024-12-29,2024-12,Campaign_62,YouTube,3077.90219,251202,13,245061.0,0.0,245066.0,147050.1,12.252697789030341
2024-12-29,2024-12,Campaign_25,Google Ads,5213.274208,1851911,3906,0.0,0.0,0.0,3906.0,2.81507815872361
2024-12-29,2024-12,Campaign_15,Meta,3682.53,331262,3225,220722.0,3.0,0.0,113586.0,11.116668981048234
2024-12-29,2024-12,Campiagn_14,Meta,5966.36,1386868,1598,76976.0,355.0,0.0,40086.0,4.302038838591704
2024-12-29,2024-12,Campaign_11,Meta,6534.05,57113,490,3824.0,206.0,0.0,2402.0,114.40565195314552
2024-12-29,2024-12,Campaign_43,TikTok,2317.75,188274,810,0.0,0.0,14535.0,2263.5,12.31051552524512
2024-12-29,2024-12,Campaign_65,YouTube,3021.273863,510424,95,10308.0,0.0,9445.0,6193.5,5.919145383054088
2024-12-29,2024-12,Campiagn_14,Meta,20227.52,965775,5841,99456.0,3616.0,0.0,55569.0,20.94434003779348
2024-12-29,2024-12,Campaign_65,YouTube,6989.326129,741741,488,45946.0,0.0,44448.0,27905.8,9.422866106902545
2024-12-29,2024-12,Campaign_43,TikTok,10890.74,848479,3991,0.0,0.0,66359.0,10626.900000000001,12.835603473981088
2024-12-29,2024-12,Campaign_7,DV360,3388.741486,449263,450,0.0,0.0,180710.0,18521.0,7.542890213527488
2024-12-29,2024-12,Campaign_12,Meta,5431.14,630972,5530,275646.0,3.0,0.0,143353.0,8.607576881383011
2024-12-29,2024-12,Campaign_11,Meta,4993.2,92776,683,5024.0,286.0,0.0,3195.0,53.819953436233504
2024-12-29,2024-12,Campaign_18,Meta,4806.2,565149,18155,298367.0,11.0,0.0,167338.5,8.50430594409616
